geneId,uniqueDiseases,uniqueTherapeuticAreas,maxEQTLColoc,maxPQTLColoc,maxVEP,maxDistanceTSS,minEffectiveSampleSize,maxEffectiveSampleSize,earliestPublicationDate,cancerOrBenignTumor,infectiousDisease,pregnancyOrPerinatalDisease,disorderOfVisualSystem,cardiovascularDisease,pancreasDisease,gastrointestinalDisease,reproductiveSystemOrBreastDisease,integumentarySystemDisease,endocrineSystemDisease,respiratoryOrThoracicDisease,urinarySystemDisease,musculoskeletalOrConnectiveTissueDisease,disorderOfEar,immuneSystemDisease,hematologicDisease,nervousSystemDisease,psychiatricDisorder,nutritionalOrMetabolicDisease,geneticFamilialOrCongenitalDisease,injuryPoisoningOrOtherComplication,signOrSymptom,other,totalStudies,approvedSymbol,lofConstraint,misConstraint,synConstraint,pathwayCount,tissueSpecificity,tissueDistribution,Term,ID
ENSG00000136874,1,1,0,0,0,1,11608.613380386345,11608.613380386345,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,STX17,-0.08200002,0.97077,1.536,1,-1.0,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000136928,1,1,1,0,0,0,171880.2916512608,171880.2916512608,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,GABBR2,0.606,4.1068,-0.24952,5,1.0,0.5,Signal Transduction;Activation of G protein gated Potassium channels;G protein gated Potassium channels;Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits;Inwardly rectifying K+ channels,R-HSA-162582;R-HSA-1296041;R-HSA-1296059;R-HSA-997272;R-HSA-1296065
ENSG00000136932,1,1,1,0,0,1,18319.91238877481,269829.0934099178,2024-07-19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,TRMO,0.04400003,0.23392,-1.0908,0,-1.0,-1.0,,
ENSG00000137076,1,1,0,0,0,0,107273.75397646755,112218.78632625614,2024-07-19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TLN1,0.764,5.76,2.7697,15,-1.0,-1.0,Signal Transduction;Developmental Biology;Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-5663202
ENSG00000137078,1,1,0,0,1,0,381165.6245253304,381165.6245253304,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,SIT1,-0.24000001,0.67613,-0.66706,0,1.0,0.5,,
ENSG00000137252,1,1,0,0,0,1,144712.0807038357,144712.0807038357,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,HCRTR2,0.39999998,1.1883,-0.73875,2,,,Signal Transduction,R-HSA-162582
ENSG00000137413,1,1,0,0,0,1,1173.5007132667617,1173.5007132667617,2022-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TAF8,-0.65999997,-0.1324,-0.3129,1,-1.0,-1.0,RNA Polymerase II Transcription;Gene expression (Transcription);RNA polymerase II transcribes snRNA genes,R-HSA-73857;R-HSA-74160;R-HSA-6807505
ENSG00000137558,1,1,0,0,0,1,133119.54945431868,133119.54945431868,2022-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PI15,-0.599,0.97265,-0.1792,0,0.5,0.0,,
ENSG00000137601,1,1,0,0,0,0,116547.04276487474,171880.2916512608,2018-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,NEK1,0.04100001,0.90172,-0.37874,1,-1.0,-1.0,Regulation of pyruvate metabolism;Pyruvate metabolism,R-HSA-9861718;R-HSA-70268
ENSG00000137692,1,1,1,0,0,1,260210.21963428933,260210.21963428933,2023-01-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DCUN1D5,0.55700004,2.1883,-0.35057,1,-1.0,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000137766,1,1,0,0,0,1,433862.5685735124,433862.5685735124,2024-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,UNC13C,0.143,-1.3608,-1.2568,0,0.75,0.5,,
ENSG00000137875,1,1,0,0,0,1,598869.4096893278,598869.4096893278,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BCL2L10,-0.888,-1.8873,-2.1961,0,0.5,0.5,,
ENSG00000137975,1,1,0,0,0,0,5641.082869198312,5641.082869198312,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CLCA2,-0.14400005,0.93036,-0.25521,1,0.5,0.5,Stimuli-sensing channels,R-HSA-2672351
ENSG00000138172,1,1,0,0,0,1,78894.16685939343,327782.2658449885,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,CALHM2,-0.21200001,0.76397,0.31685,0,-1.0,0.0,,
ENSG00000138271,1,1,0,0,0,0,100857.20347685824,101004.25318287517,2018-08-13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,GPR87,-0.63399994,0.28314,-0.032859,0,0.5,0.0,,
ENSG00000138336,2,1,0,0,0,1,515513.2178404211,1424218.0900670097,2020-06-15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,TET1,0.849,3.4456,1.3554,1,-1.0,0.5,Gene expression (Transcription),R-HSA-74160
ENSG00000138347,1,1,0,0,0,1,298878.49542603496,298878.49542603496,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MYPN,0.40399998,1.1815,0.12252,0,0.5,0.5,,
ENSG00000138376,1,1,1,0,0,1,936.4488286066585,5602.666666666667,2009-05-03,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,BARD1,-0.08700001,-0.16636,-1.0676,20,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Post-translational protein modification,R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-597592
ENSG00000138411,2,1,0,0,0,0,227752.06557835746,399832.86333511875,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,HECW2,0.502,3.6566,1.4349,1,-1.0,0.0,Immune System,R-HSA-168256
ENSG00000138443,1,1,0,0,0,1,208763.74686288778,208763.74686288778,2024-07-19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ABI2,0.41500002,1.8219,0.80216,7,-1.0,-1.0,Signal Transduction;Immune System;Disease;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-9006934
ENSG00000138642,1,1,0,0,0,1,147105.90765133628,230312.26972227366,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,HERC6,-0.31799996,0.74675,0.18703,1,-1.0,-1.0,Immune System,R-HSA-168256
ENSG00000138668,1,1,0,0,0,1,205425.60717824215,205425.60717824215,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,HNRNPD,0.778,2.3768,-0.83375,3,-1.0,-1.0,AUF1 (hnRNP D0) binds and destabilizes mRNA,R-HSA-450408
ENSG00000138722,2,1,1,0,0,1,6306.411000302206,159189.58506586426,2021-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,MMRN1,-0.016000032,-0.91179,-0.92834,2,-1.0,0.0,Post-translational protein modification,R-HSA-597592
ENSG00000138741,1,1,0,0,0,1,17257.066666666666,56716.257154516876,2021-04-08,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TRPC3,0.24900001,3.1086,0.7666,5,0.5,0.5,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Role of second messengers in netrin-1 signaling;Stimuli-sensing channels,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-418890;R-HSA-2672351
ENSG00000138798,1,1,0,0,0,1,39406.19595155135,39406.19595155135,2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,EGF,0.259,2.2238,0.80806,34,0.75,0.0,Signal Transduction;Developmental Biology;Disease;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-1266738;R-HSA-1643685;R-HSA-9006934;R-HSA-5663202
ENSG00000138813,1,1,0,0,1,1,5504.0130519525,5504.0130519525,2021-09-30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,C4orf17,-0.13100004,0.35398,0.34317,0,1.0,1.0,,
ENSG00000138823,1,1,1,0,1,1,114223.3773112726,172076.47010352428,2024-07-19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,MTTP,0.328,1.9465,1.5328,3,0.75,0.5,Chylomicron assembly;Plasma lipoprotein remodeling,R-HSA-8963888;R-HSA-8963899
ENSG00000139168,1,1,1,0,0,0,230312.26972227366,230312.26972227366,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ZCRB1,-0.05700004,1.4269,0.37823,3,-1.0,-1.0,mRNA Splicing - Minor Pathway;Disease,R-HSA-72165;R-HSA-1643685
ENSG00000139567,1,1,1,1,0,1,322220.1169395476,322220.1169395476,2021-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ACVRL1,0.43,3.1905,-0.18684,1,0.5,0.0,Signal Transduction,R-HSA-162582
ENSG00000140263,1,1,0,0,0,1,183482.5964890485,198317.64799485338,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,SORD,0.07099998,0.69235,0.23941,2,0.5,-1.0,,
ENSG00000140320,1,1,0,0,0,1,294387.2978738704,294387.2978738704,2021-09-30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BAHD1,0.553,1.834,0.84374,0,-1.0,-1.0,,
ENSG00000140323,1,1,1,0,0,1,100857.20347685824,197485.87952538437,2018-08-13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,DISP2,0.18699998,0.28516,-0.89703,1,1.0,0.5,Signal Transduction;Release of Hh-Np from the secreting cell;Hedgehog ligand biogenesis,R-HSA-162582;R-HSA-5362798;R-HSA-5358346
ENSG00000140326,2,1,1,0,1,1,48439.20423385324,76632.8325989884,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CDAN1,0.09200001,-1.1406,-2.9316,0,-1.0,-1.0,,
ENSG00000140400,1,1,1,0,0,1,28892.29425546899,28892.29425546899,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MAN2C1,-0.013000011,0.14545,-0.020855,1,-1.0,-1.0,,
ENSG00000140563,1,1,0,0,0,0,358386.30063935445,358386.30063935445,2021-11-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MCTP2,-0.32799995,-0.6634,0.44703,0,0.5,0.0,,
ENSG00000140853,1,1,1,0,0,0,38092.548464040476,38092.548464040476,2019-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NLRC5,0.34899998,2.59,0.51987,3,0.5,0.0,Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins,R-HSA-1280215;R-HSA-168256;R-HSA-449147
ENSG00000141076,1,1,1,0,1,0,125392.97184483419,125392.97184483419,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UTP4,0.23400003,0.99697,-0.75518,2,-1.0,-1.0,rRNA processing,R-HSA-72312
ENSG00000141298,1,1,0,0,1,0,123127.18790121445,123127.18790121445,2019-02-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SSH2,0.626,3.5239,1.0842,0,0.5,-1.0,,
ENSG00000141367,1,1,0,0,0,0,427337.4491868293,427337.4491868293,2023-01-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CLTC,0.896,10.229,1.1889,19,-1.0,-1.0,Signal Transduction;Immune System;Developmental Biology;Disease;WNT5A-dependent internalization of FZD4;Recycling pathway of L1;EPH-ephrin mediated repulsion of cells;Lysosome Vesicle Biogenesis;Gap junction trafficking and regulation;Gap junction trafficking;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-162582;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-5099900;R-HSA-437239;R-HSA-3928665;R-HSA-432720;R-HSA-157858;R-HSA-190828;R-HSA-9006934;R-HSA-5663202
ENSG00000141503,1,1,1,1,0,0,39406.19595155135,39406.19595155135,2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MINK1,0.597,2.8194,-3.2599,1,-1.0,-1.0,,
ENSG00000141569,1,1,1,0,0,0,718784.6890415357,718784.6890415357,2022-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRIM65,-0.949,-1.9746,-2.6949,0,-1.0,-1.0,,
ENSG00000141682,1,1,0,0,0,1,3730.789802911422,3730.789802911422,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PMAIP1,-0.855,-0.74821,-0.6792,3,0.5,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000141744,1,1,0,0,0,0,33224.221295945434,33224.221295945434,2023-01-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PNMT,-0.45799994,-0.39318,-0.39123,1,0.5,0.0,Metabolism of amine-derived hormones,R-HSA-209776
ENSG00000142409,1,1,0,0,0,1,39406.19595155135,39406.19595155135,2023-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,ZNF787,-0.21399999,-1.8941,-4.2881,0,-1.0,-1.0,,
ENSG00000142449,1,1,0,0,0,1,13035.0221976327,13035.0221976327,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FBN3,0.15600002,1.3517,0.45489,3,0.5,0.5,,
ENSG00000142784,1,1,0,0,0,1,111071.83376541243,111071.83376541243,2024-07-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WDTC1,0.754,5.1658,1.217,1,-1.0,-1.0,Post-translational protein modification,R-HSA-597592
ENSG00000142794,1,1,1,0,0,1,43732.839609234245,43732.839609234245,2021-09-30,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,NBPF3,-0.13600004,1.2388,1.5032,0,0.5,0.0,,
ENSG00000143006,1,1,0,0,0,1,124531.34246675359,124531.34246675359,2021-02-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DMRTB1,0.28399998,-1.8764,-2.2415,0,1.0,1.0,,
ENSG00000143067,3,1,1,0,0,1,714039.8414241908,1470466.6505612188,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,ZNF697,-0.712,-3.7674,-4.7562,1,-1.0,0.0,Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-73857;R-HSA-74160
ENSG00000143294,1,1,1,0,0,0,107354.09904306603,107354.09904306603,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,PRCC,0.597,0.45215,-0.84833,1,-1.0,-1.0,,
ENSG00000143340,1,1,1,0,0,0,38851.92581543917,38851.92581543917,2023-11-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FAM163A,-0.204,0.4689,-0.3555,0,0.5,0.5,,
ENSG00000143387,1,1,1,0,0,1,232586.34864014547,232586.34864014547,2021-01-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CTSK,0.25199997,2.1653,0.83,6,0.5,-1.0,Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription),R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160
ENSG00000143493,2,1,1,0,0,1,286678.73247515375,397765.9672627851,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,INTS7,0.53400004,1.8872,0.11761,1,-1.0,-1.0,RNA Polymerase II Transcription;Gene expression (Transcription);RNA polymerase II transcribes snRNA genes,R-HSA-73857;R-HSA-74160;R-HSA-6807505
ENSG00000143570,1,1,1,0,0,0,144102.0022515395,144102.0022515395,2023-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,SLC39A1,-0.21399999,1.3388,0.52191,1,-1.0,-1.0,Zinc transporters,R-HSA-435354
ENSG00000143578,2,1,1,0,1,1,130179.01328473506,278190.43024910334,2023-08-23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,CREB3L4,0.015999973,0.77553,1.0881,1,0.5,-1.0,,
ENSG00000143595,1,1,0,0,1,1,384314.83364002535,384314.83364002535,2024-10-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,AQP10,0.009000003,2.1673,0.70064,1,1.0,0.5,Passive transport by Aquaporins,R-HSA-432047
ENSG00000143669,1,1,1,0,0,1,13219.952617929488,83896.55822718568,2015-10-26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,LYST,0.495,4.1055,1.8897,0,0.5,-1.0,,
ENSG00000143799,5,1,1,1,1,1,5691.114246503779,355284.1215006515,2020-04-27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,PARP1,0.546,2.0272,0.48027,8,-1.0,-1.0,Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Formation of Incision Complex in GG-NER;Influenza Viral RNA Transcription and Replication;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Post-translational protein modification,R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-5696395;R-HSA-168273;R-HSA-2173793;R-HSA-597592
ENSG00000143924,1,1,0,0,1,0,4245.506600377164,4245.506600377164,2018-10-02,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,EML4,0.32,-1.334,-2.0667,3,-1.0,-1.0,Disease;Diseases of signal transduction by growth factor receptors and second messengers,R-HSA-1643685;R-HSA-5663202
ENSG00000143942,3,1,1,0,0,1,226101.35678720698,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,CHAC2,-0.673,-0.86938,-0.55943,1,-1.0,0.0,Glutathione conjugation;Glutathione synthesis and recycling;Phase II - Conjugation of compounds,R-HSA-156590;R-HSA-174403;R-HSA-156580
ENSG00000143954,1,1,0,0,0,1,1470466.6505612188,1470466.6505612188,2025-04-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,REG3G,-0.41199994,-0.64313,-0.52018,1,1.0,0.5,Immune System;Antimicrobial peptides,R-HSA-168256;R-HSA-6803157
ENSG00000144224,1,1,1,0,0,0,53182.30026560605,53182.30026560605,2024-07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,UBXN4,0.22399998,1.1843,0.17379,0,-1.0,-1.0,,
ENSG00000144355,1,1,0,0,0,1,171880.2916512608,323648.5577791949,2022-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,DLX1,0.454,2.1748,-0.38908,0,1.0,0.5,,
ENSG00000144366,1,1,0,0,0,1,1173.5007132667617,1173.5007132667617,2022-07-22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GULP1,,,,0,0.5,0.0,,
ENSG00000144559,1,1,0,0,0,1,8142.9975274725275,14573.217105917454,2019-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,TAMM41,-0.08000004,0.10906,-0.078147,0,-1.0,-1.0,,
ENSG00000144868,1,1,0,0,0,1,1076472.0138856068,1076472.0138856068,2023-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TMEM108,0.41399997,1.344,1.0048,0,0.5,0.0,,
ENSG00000145014,2,1,1,0,0,1,48439.20423385324,58357.815018992726,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TMEM44,-0.311,-0.8337,-2.0939,0,-1.0,0.0,,
ENSG00000145107,1,1,0,0,1,1,466632.7979326389,466632.7979326389,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TM4SF19,-0.102,1.1033,0.28459,0,0.5,0.5,,
ENSG00000145217,1,1,1,0,1,1,1321.7688442211056,283145.34784240765,2022-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,SLC26A1,-0.849,-1.5378,-1.777,2,0.5,0.0,Transport of inorganic cations/anions and amino acids/oligopeptides,R-HSA-425393
ENSG00000145247,1,1,1,0,0,1,515513.2178404211,1424218.0900670097,2020-06-15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,OCIAD2,-0.96500003,0.15239,0.22923,0,0.5,-1.0,,
ENSG00000145414,1,1,1,0,0,1,50175.980946411786,72659.90666629994,2023-05-26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NAF1,0.074,-0.11779,-0.82104,0,-1.0,-1.0,,
ENSG00000145692,2,1,1,0,0,1,260210.21963428933,515513.2178404211,2018-10-08,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,BHMT,0.116,1.5116,0.66529,2,0.75,0.5,,
ENSG00000145700,1,1,0,0,1,1,93133.65990326442,93133.65990326442,2022-12-16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,ANKRD31,0.15600002,1.7367,1.7466,0,1.0,1.0,,
ENSG00000145757,1,1,0,0,0,1,123127.18790121445,123127.18790121445,2019-02-25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,SPATA9,-0.40199995,0.37037,0.45238,0,1.0,0.5,,
ENSG00000145864,1,1,0,0,0,1,1129585.974638378,1778690.168860174,2022-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,GABRB2,0.574,4.0985,-0.026682,2,1.0,0.5,Signal Transduction;Signaling by Receptor Tyrosine Kinases,R-HSA-162582;R-HSA-9006934
ENSG00000145868,5,1,1,0,1,1,32217.23287013741,562534.7696387965,2017-02-06,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,24,FBXO38,0.46100003,3.8422,1.6281,0,-1.0,-1.0,,
ENSG00000146047,1,1,0,0,0,0,341207.7500533011,341207.7500533011,2024-08-27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,H2BC1,-0.712,-1.1677,-4.8702,49,1.0,1.0,"Signal Transduction;Generic Transcription Pathway;Replacement of protamines by nucleosomes in the male pronucleus;Assembly of the ORC complex at the origin of replication;Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex;SIRT1 negatively regulates rRNA expression;RNA Polymerase II Transcription;Developmental Biology;Depyrimidination;Recognition and association of DNA glycosylase with site containing an affected pyrimidine;Cleavage of the damaged pyrimidine;Base-Excision Repair, AP Site Formation;Inhibition of DNA recombination at telomere;Gene expression (Transcription);ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression;Chromatin modifications during the maternal to zygotic transition (MZT);RNA Polymerase I Promoter Escape;Condensation of Prophase Chromosomes;Regulation of endogenous retroelements by KRAB-ZFP proteins;Disease;Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Promoter Opening;Transcriptional regulation by small RNAs;Gene Silencing by RNA;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;HCMV Late Events;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Formation of the beta-catenin:TCF transactivating complex;Post-translational protein modification",R-HSA-162582;R-HSA-212436;R-HSA-9821993;R-HSA-68616;R-HSA-9843970;R-HSA-427359;R-HSA-73857;R-HSA-1266738;R-HSA-73928;R-HSA-110328;R-HSA-110329;R-HSA-73929;R-HSA-9670095;R-HSA-74160;R-HSA-427389;R-HSA-9821002;R-HSA-73772;R-HSA-2299718;R-HSA-9843940;R-HSA-1643685;R-HSA-5625886;R-HSA-5250941;R-HSA-427413;R-HSA-73728;R-HSA-5578749;R-HSA-211000;R-HSA-73864;R-HSA-73854;R-HSA-9610379;R-HSA-8866654;R-HSA-8852135;R-HSA-201722;R-HSA-597592
ENSG00000146143,1,1,0,0,0,1,122069.83349127392,394357.452283155,2017-12-06,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,PRIM2,0.07499999,1.2846,0.91398,9,0.5,-1.0,E2F mediated regulation of DNA replication;Inhibition of replication initiation of damaged DNA by RB1/E2F1;Disease,R-HSA-113510;R-HSA-113501;R-HSA-1643685
ENSG00000146242,1,1,0,0,0,1,14656.210545721095,14656.210545721095,2021-11-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TPBG,-0.06400001,-1.5438,-2.7821,0,-1.0,0.0,,
ENSG00000146247,1,1,0,0,0,1,383158.3001114715,427337.4491868293,2023-01-18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,PHIP,0.754,4.4459,0.29276,1,-1.0,-1.0,Signal Transduction;RHOBTB GTPase Cycle,R-HSA-162582;R-HSA-9706574
ENSG00000146426,1,1,0,0,1,1,72982.48880358285,72982.48880358285,2023-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TIAM2,0.42799997,2.1074,1.3998,4,0.5,0.0,Signal Transduction,R-HSA-162582
