approvedSymbol	geneId	ID	Term	uniqueDiseases	UMAP 1	UMAP 2	cluster
MNAT1	ENSG00000020426	R-HSA-167160;R-HSA-77075;R-HSA-72086;R-HSA-113418;R-HSA-167158;R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-212436;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-73863;R-HSA-69273;R-HSA-6781823;R-HSA-74160;R-HSA-73772;R-HSA-1643685;R-HSA-5250941;R-HSA-427413;R-HSA-674695;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-73762;R-HSA-6782210;R-HSA-5696395;R-HSA-73864;R-HSA-73854;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-6781827	RNA Pol II CTD phosphorylation and interaction with CE during HIV infection;RNA Pol II CTD phosphorylation and interaction with CE;mRNA Capping;Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;Generic Transcription Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;RNA Polymerase I Transcription Termination;Cyclin A/B1/B2 associated events during G2/M transition;Formation of TC-NER Pre-Incision Complex;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Disease;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;RNA Polymerase I Transcription Initiation;Gap-filling DNA repair synthesis and ligation in TC-NER;Formation of Incision Complex in GG-NER;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Transcription-Coupled Nucleotide Excision Repair (TC-NER)	1	0.7411193	0.8526892	48
MNDA	ENSG00000163563	R-HSA-168256	Immune System	1	-6.151974	-22.100605	31
MOB1B	ENSG00000173542	R-HSA-162582	Signal Transduction	3	6.2726564	-15.658768	10
MOBP	ENSG00000168314	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	4	9.981461	18.12426	36
MON1B	ENSG00000103111	R-HSA-9007101	Rab regulation of trafficking	4	19.36501	-13.111121	18
MORC2	ENSG00000133422	R-HSA-9843970;R-HSA-74160;R-HSA-75105	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex;Gene expression (Transcription);Fatty acyl-CoA biosynthesis	1	2.2778275	1.2398442	-1
MOV10	ENSG00000155363	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Diseases of signal transduction by growth factor receptors and second messengers	2	-1.2841486	2.7839818	60
MPHOSPH6	ENSG00000135698	R-HSA-9930044;R-HSA-72312	Nuclear RNA decay;rRNA processing	3	-4.7676353	-3.362804	12
MPHOSPH8	ENSG00000196199	R-HSA-9843970;R-HSA-74160	Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex;Gene expression (Transcription)	2	2.5246198	2.2928722	-1
MPI	ENSG00000178802	R-HSA-1643685;R-HSA-597592	Disease;Post-translational protein modification	2	23.106577	17.810808	44
MPP7	ENSG00000150054	R-HSA-162582	Signal Transduction	1	6.0947595	-15.328706	10
MRAS	ENSG00000158186	R-HSA-162582;R-HSA-1643685;R-HSA-5663202	Signal Transduction;Disease;Diseases of signal transduction by growth factor receptors and second messengers	12	14.485542	12.46056	33
MRC1	ENSG00000260314	R-HSA-168256;R-HSA-1643685;R-HSA-9635486	Immune System;Disease;Infection with Mycobacterium tuberculosis	3	7.2724314	-1.2362921	-1
MRC2	ENSG00000011028	R-HSA-168256	Immune System	6	-5.252858	-22.455786	31
MRE11	ENSG00000020922	R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-3270619;R-HSA-1643685	Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);IRF3-mediated induction of type I IFN;Disease	1	1.8715786	5.391554	-1
MRPL13	ENSG00000172172	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	30.043585	-7.3871164	24
MRPL17	ENSG00000158042	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	30.117722	-7.7348194	24
MRPL21	ENSG00000197345	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	3	29.719683	-7.6737995	24
MRPL3	ENSG00000114686	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	29.846088	-7.931717	24
MRPL33	ENSG00000243147	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	29.710457	-7.72902	24
MRPL34	ENSG00000130312	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	30.241837	-7.7037854	24
MRPL39	ENSG00000154719	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	30.071623	-7.526712	24
MRPL4	ENSG00000105364	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	29.697952	-7.973593	24
MRPL45	ENSG00000278845	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	29.899408	-7.8545713	24
MRPL46	ENSG00000259494	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	30.15507	-7.922464	24
MRPL52	ENSG00000172590	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	29.798166	-7.5440674	24
MRPL9	ENSG00000143436	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	29.524532	-7.551819	24
MRPS11	ENSG00000181991	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	30.069506	-7.9003344	24
MRPS14	ENSG00000120333	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	29.985485	-7.8413057	24
MRPS18A	ENSG00000096080	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	3	29.501375	-7.4882956	24
MRPS21	ENSG00000266472	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	5	30.040066	-7.408552	24
MRPS22	ENSG00000175110	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	4	29.832771	-7.848227	24
MRPS23	ENSG00000181610	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	29.615387	-7.9583673	24
MRPS27	ENSG00000113048	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	29.708357	-7.7776365	24
MRPS30	ENSG00000112996	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	11	29.801733	-7.86048	24
MRPS31	ENSG00000102738	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	3	29.790789	-7.402188	24
MRPS33	ENSG00000090263	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	8	29.933762	-7.5323105	24
MRPS35	ENSG00000061794	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	1	30.071482	-7.977728	24
MRPS6	ENSG00000243927	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	30.233356	-8.054418	24
MRPS9	ENSG00000135972	R-HSA-72766;R-HSA-5419276;R-HSA-5368286;R-HSA-5389840;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation termination;Mitochondrial translation initiation;Mitochondrial translation elongation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	2	30.169796	-7.6183567	24
MRTFA	ENSG00000196588	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	15	4.508884	11.67851	40
MS4A3	ENSG00000149516	R-HSA-168256	Immune System	1	-6.0580926	-21.360046	31
MSGN1	ENSG00000151379	R-HSA-1266738	Developmental Biology	1	-15.642005	5.6526237	5
MSH6	ENSG00000116062	R-HSA-1643685	Disease	1	-12.600694	-3.0879076	3
MSI1	ENSG00000135097	R-HSA-1266738;R-HSA-9010553	Developmental Biology;Regulation of expression of SLITs and ROBOs	3	3.7286844	9.205414	-1
MSI2	ENSG00000153944	R-HSA-162582;R-HSA-9706574	Signal Transduction;RHOBTB GTPase Cycle	8	13.269363	-0.94258267	-1
MST1	ENSG00000173531	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	27	-17.201674	21.893694	9
MSX1	ENSG00000163132	R-HSA-1266738	Developmental Biology	6	-15.73324	5.399159	5
MSX2	ENSG00000120149	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1	9.315979	18.096378	36
MTA3	ENSG00000057935	R-HSA-162582;R-HSA-1266738;R-HSA-74160;R-HSA-427389;R-HSA-9843940;R-HSA-1643685;R-HSA-73762;R-HSA-73864;R-HSA-73854	Signal Transduction;Developmental Biology;Gene expression (Transcription);ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression;Regulation of endogenous retroelements by KRAB-ZFP proteins;Disease;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	2	0.9416358	2.229602	-1
MTAP	ENSG00000099810	R-HSA-1280215;R-HSA-168256;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Signaling by Interleukins	21	-9.674373	-10.659251	29
MTERF4	ENSG00000122085	R-HSA-6793080;R-HSA-8868766;R-HSA-72312	rRNA modification in the mitochondrion;rRNA processing in the mitochondrion;rRNA processing	1	-4.636582	-3.5868468	12
MTF1	ENSG00000188786	R-HSA-8957322;R-HSA-1655829	Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	1	-6.8705745	-6.666395	22
MTHFD1	ENSG00000100714	R-HSA-196757	Metabolism of folate and pterines	2	-24.528158	0.6418543	-1
MTHFD1L	ENSG00000120254	R-HSA-196757	Metabolism of folate and pterines	3	-24.458258	0.711601	-1
MTHFD2L	ENSG00000163738	R-HSA-196757	Metabolism of folate and pterines	2	-24.380648	0.78899246	-1
MTHFR	ENSG00000177000	R-HSA-196757	Metabolism of folate and pterines	6	-24.482256	0.68818355	-1
MTHFS	ENSG00000136371	R-HSA-196757	Metabolism of folate and pterines	1	-24.419336	0.75042695	-1
MTIF2	ENSG00000085760	R-HSA-72766;R-HSA-5368286;R-HSA-5368287	Translation;Mitochondrial translation initiation;Mitochondrial translation	1	26.923737	-6.406212	24
MTNR1B	ENSG00000134640	R-HSA-162582	Signal Transduction	9	5.923227	-15.417587	10
MTOR	ENSG00000198793	R-HSA-162582;R-HSA-212436;R-HSA-166208;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-380972;R-HSA-9639288;R-HSA-165159;R-HSA-9711097;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Generic Transcription Pathway;mTORC1-mediated signalling;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;Energy dependent regulation of mTOR by LKB1-AMPK;Amino acids regulate mTORC1;MTOR signalling;Cellular response to starvation;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2	2.9392984	0.61698	-1
MTRF1	ENSG00000120662	R-HSA-72766;R-HSA-5419276;R-HSA-5368287	Translation;Mitochondrial translation termination;Mitochondrial translation	1	26.898754	-6.3957534	24
MTRF1L	ENSG00000112031	R-HSA-72766;R-HSA-5419276;R-HSA-5368287	Translation;Mitochondrial translation termination;Mitochondrial translation	1	26.744246	-6.2279987	24
MTRFR	ENSG00000130921	R-HSA-72766;R-HSA-5368287;R-HSA-9937383	Translation;Mitochondrial translation;Mitochondrial ribosome-associated quality control	9	27.180492	-6.5246606	24
MTTP	ENSG00000138823	R-HSA-8963888;R-HSA-8963899	Chylomicron assembly;Plasma lipoprotein remodeling	1	7.8803935	1.2533172	-1
MTX1	ENSG00000173171	R-HSA-162582;R-HSA-8949613	Signal Transduction;Cristae formation	14	8.731896	-1.6533962	-1
MTX2	ENSG00000128654	R-HSA-8949613	Cristae formation	7	1.2917489	1.087686	-1
MUC1	ENSG00000185499	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-597592;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling	14	5.7686224	3.932701	-1
MUC12	ENSG00000205277	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	4	7.3273544	1.8982799	53
MUC13	ENSG00000173702	R-HSA-162582;R-HSA-168256;R-HSA-1643685;R-HSA-597592	Signal Transduction;Immune System;Disease;Post-translational protein modification	1	7.5046186	-0.3222461	53
MUC16	ENSG00000181143	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	5	6.9426775	1.8701557	53
MUC19	ENSG00000205592	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	12	7.186245	1.9187698	53
MUC2	ENSG00000198788	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	3	7.3204975	1.9828722	53
MUC3A	ENSG00000169894	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	1	7.0213466	2.0509224	53
MUC4	ENSG00000145113	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	4	6.9767976	1.92612	53
MUC5AC	ENSG00000215182	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	11	7.403411	1.7442749	53
MUC5B	ENSG00000117983	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	13	7.1397676	1.9686536	53
MUC6	ENSG00000184956	R-HSA-168256;R-HSA-1643685;R-HSA-597592	Immune System;Disease;Post-translational protein modification	3	7.485053	1.8010395	53
MVB12B	ENSG00000196814	R-HSA-917729;R-HSA-162588;R-HSA-1643685;R-HSA-9615710;R-HSA-162587;R-HSA-162599;R-HSA-9610379	Endosomal Sorting Complex Required For Transport (ESCRT);Budding and maturation of HIV virion;Disease;Late endosomal microautophagy;HIV Life Cycle;Late Phase of HIV Life Cycle;HCMV Late Events	1	1.9067605	-2.8176324	48
MVD	ENSG00000167508	R-HSA-191273;R-HSA-8957322;R-HSA-1655829;R-HSA-597592	Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF);Post-translational protein modification	1	4.559711	1.7614077	-1
MVK	ENSG00000110921	R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	6	12.337035	6.290918	22
MX2	ENSG00000183486	R-HSA-1280215;R-HSA-168256;R-HSA-1169408	Cytokine Signaling in Immune system;Immune System;ISG15 antiviral mechanism	3	4.811672	4.7048364	-1
MXRA8	ENSG00000162576	R-HSA-597592	Post-translational protein modification	5	23.951754	2.4899788	21
MYB	ENSG00000118513	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	6	-0.63718504	5.1130996	-1
MYBL2	ENSG00000101057	R-HSA-212436;R-HSA-1362300;R-HSA-73857;R-HSA-74160;R-HSA-8864260	Generic Transcription Pathway;Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2	-0.32973126	6.7401013	-1
MYC	ENSG00000136997	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-1643685;R-HSA-449147;R-HSA-9006934;R-HSA-5663202;R-HSA-2173796;R-HSA-2173793;R-HSA-201722;R-HSA-597592;R-HSA-6785807;R-HSA-8864260;R-HSA-8878159;R-HSA-4411364;R-HSA-8951430	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);Disease;Signaling by Interleukins;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription;Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer;Formation of the beta-catenin:TCF transactivating complex;Post-translational protein modification;Interleukin-4 and Interleukin-13 signaling;Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors;Transcriptional regulation by RUNX3;Binding of TCF/LEF:CTNNB1 to target gene promoters;RUNX3 regulates WNT signaling	50	2.776068	3.9558926	56
